Longitude,Latitude,Time,anomaly
26.25W,66.25S,0000 16 Nov 2018,1.820018
23.75W,66.25S,0000 16 Nov 2018,3.831425
21.25W,66.25S,0000 16 Nov 2018,4.581678
18.75W,66.25S,0000 16 Nov 2018,2.620218
16.25W,66.25S,0000 16 Nov 2018,-0.004974604
13.75W,66.25S,0000 16 Nov 2018,-2.563416
11.25W,66.25S,0000 16 Nov 2018,-5.156275
8.75W,66.25S,0000 16 Nov 2018,-6.166774
6.25W,66.25S,0000 16 Nov 2018,-6.450312
3.75W,66.25S,0000 16 Nov 2018,-6.512311
1.25W,66.25S,0000 16 Nov 2018,-5.98933
1.25E,63.75S,0000 16 Nov 2018,-6.704417
3.75E,63.75S,0000 16 Nov 2018,-7.553462
6.25E,63.75S,0000 16 Nov 2018,-7.641896
8.75E,63.75S,0000 16 Nov 2018,-6.864338
11.25E,63.75S,0000 16 Nov 2018,-6.205048
13.75E,63.75S,0000 16 Nov 2018,-5.175129
16.25E,63.75S,0000 16 Nov 2018,-4.002524
18.75E,63.75S,0000 16 Nov 2018,-3.297268
21.25E,63.75S,0000 16 Nov 2018,-2.037978
23.75E,63.75S,0000 16 Nov 2018,-0.3209138
26.25E,63.75S,0000 16 Nov 2018,1.592631
28.75E,63.75S,0000 16 Nov 2018,4.191449
31.25E,63.75S,0000 16 Nov 2018,6.608276
33.75E,63.75S,0000 16 Nov 2018,9.404636
36.25E,63.75S,0000 16 Nov 2018,10.45791
38.75E,63.75S,0000 16 Nov 2018,9.408917
41.25E,63.75S,0000 16 Nov 2018,8.217105
43.75E,63.75S,0000 16 Nov 2018,7.1889
46.25E,63.75S,0000 16 Nov 2018,9.125895
48.75E,63.75S,0000 16 Nov 2018,10.42985
51.25E,63.75S,0000 16 Nov 2018,10.94249
53.75E,63.75S,0000 16 Nov 2018,11.361
56.25E,63.75S,0000 16 Nov 2018,11.52639
58.75E,63.75S,0000 16 Nov 2018,8.42897
61.25E,63.75S,0000 16 Nov 2018,5.687263
63.75E,63.75S,0000 16 Nov 2018,3.63376
66.25E,63.75S,0000 16 Nov 2018,2.146493
68.75E,63.75S,0000 16 Nov 2018,1.97029
71.25E,63.75S,0000 16 Nov 2018,1.331334
73.75E,63.75S,0000 16 Nov 2018,1.227783
76.25E,63.75S,0000 16 Nov 2018,0.4500425
78.75E,63.75S,0000 16 Nov 2018,-2.704815
81.25E,63.75S,0000 16 Nov 2018,-5.359526
83.75E,63.75S,0000 16 Nov 2018,-6.729788
86.25E,63.75S,0000 16 Nov 2018,-8.993011
88.75E,63.75S,0000 16 Nov 2018,-9.086376
91.25E,63.75S,0000 16 Nov 2018,-6.35911
93.75E,63.75S,0000 16 Nov 2018,-2.698038
96.25E,63.75S,0000 16 Nov 2018,1.662776
98.75E,63.75S,0000 16 Nov 2018,3.058237
101.25E,63.75S,0000 16 Nov 2018,1.597034
103.75E,63.75S,0000 16 Nov 2018,0.8013082
106.25E,63.75S,0000 16 Nov 2018,2.05376
108.75E,63.75S,0000 16 Nov 2018,6.15342
111.25E,63.75S,0000 16 Nov 2018,9.927443
113.75E,63.75S,0000 16 Nov 2018,10.70241
116.25E,63.75S,0000 16 Nov 2018,11.14719
118.75E,63.75S,0000 16 Nov 2018,11.17663
121.25E,63.75S,0000 16 Nov 2018,11.60208
123.75E,63.75S,0000 16 Nov 2018,11.00782
126.25E,63.75S,0000 16 Nov 2018,9.77039
128.75E,63.75S,0000 16 Nov 2018,7.687258
131.25E,63.75S,0000 16 Nov 2018,4.406286
133.75E,63.75S,0000 16 Nov 2018,2.75911
136.25E,63.75S,0000 16 Nov 2018,2.402022
138.75E,63.75S,0000 16 Nov 2018,2.120426
141.25E,63.75S,0000 16 Nov 2018,2.466906
143.75E,63.75S,0000 16 Nov 2018,2.132474
146.25E,63.75S,0000 16 Nov 2018,1.079614
148.75E,63.75S,0000 16 Nov 2018,0.3204846
151.25E,63.75S,0000 16 Nov 2018,-1.873119
153.75E,63.75S,0000 16 Nov 2018,-5.303199
156.25E,63.75S,0000 16 Nov 2018,-6.183622
158.75E,63.75S,0000 16 Nov 2018,-5.190282
161.25E,63.75S,0000 16 Nov 2018,-5.015566
163.75E,63.75S,0000 16 Nov 2018,-5.213506
166.25E,63.75S,0000 16 Nov 2018,-4.629807
168.75E,63.75S,0000 16 Nov 2018,-3.03674
171.25E,63.75S,0000 16 Nov 2018,-1.460037
173.75E,63.75S,0000 16 Nov 2018,-0.5970526
176.25E,63.75S,0000 16 Nov 2018,-1.203403
178.75E,63.75S,0000 16 Nov 2018,-1.841941
178.75W,63.75S,0000 16 Nov 2018,-3.037741
176.25W,63.75S,0000 16 Nov 2018,-4.526335
173.75W,63.75S,0000 16 Nov 2018,-3.166469
171.25W,63.75S,0000 16 Nov 2018,-0.3489661
168.75W,63.75S,0000 16 Nov 2018,1.013532
166.25W,63.75S,0000 16 Nov 2018,0.5384767
163.75W,63.75S,0000 16 Nov 2018,0.6098306
161.25W,63.75S,0000 16 Nov 2018,1.515584
158.75W,63.75S,0000 16 Nov 2018,2.681909
156.25W,63.75S,0000 16 Nov 2018,3.679
153.75W,63.75S,0000 16 Nov 2018,3.822953
151.25W,63.75S,0000 16 Nov 2018,4.735622
148.75W,63.75S,0000 16 Nov 2018,4.675612
146.25W,63.75S,0000 16 Nov 2018,2.348864
143.75W,63.75S,0000 16 Nov 2018,1.21969
141.25W,63.75S,0000 16 Nov 2018,1.475376
138.75W,63.75S,0000 16 Nov 2018,0.887078
136.25W,63.75S,0000 16 Nov 2018,0.7201123
133.75W,63.75S,0000 16 Nov 2018,0.7556355
131.25W,63.75S,0000 16 Nov 2018,0.5627954
128.75W,63.75S,0000 16 Nov 2018,1.985332
126.25W,63.75S,0000 16 Nov 2018,2.857146
123.75W,63.75S,0000 16 Nov 2018,2.10886
121.25W,63.75S,0000 16 Nov 2018,1.578902
118.75W,63.75S,0000 16 Nov 2018,2.546593
116.25W,63.75S,0000 16 Nov 2018,3.779236
113.75W,63.75S,0000 16 Nov 2018,3.756934
111.25W,63.75S,0000 16 Nov 2018,2.87178
108.75W,63.75S,0000 16 Nov 2018,2.965304
106.25W,63.75S,0000 16 Nov 2018,3.981843
103.75W,63.75S,0000 16 Nov 2018,3.584132
101.25W,63.75S,0000 16 Nov 2018,3.17865
98.75W,63.75S,0000 16 Nov 2018,3.118958
96.25W,63.75S,0000 16 Nov 2018,2.56579
93.75W,63.75S,0000 16 Nov 2018,1.585232
91.25W,63.75S,0000 16 Nov 2018,1.62068
88.75W,63.75S,0000 16 Nov 2018,1.640342
86.25W,63.75S,0000 16 Nov 2018,-0.4825187
83.75W,63.75S,0000 16 Nov 2018,-2.237946
81.25W,63.75S,0000 16 Nov 2018,-0.3214717
78.75W,63.75S,0000 16 Nov 2018,1.665877
76.25W,63.75S,0000 16 Nov 2018,2.22603
73.75W,63.75S,0000 16 Nov 2018,3.603026
71.25W,63.75S,0000 16 Nov 2018,6.134119
68.75W,63.75S,0000 16 Nov 2018,8.537722
66.25W,63.75S,0000 16 Nov 2018,12.15562
63.75W,63.75S,0000 16 Nov 2018,11.62786
61.25W,63.75S,0000 16 Nov 2018,5.242252
58.75W,63.75S,0000 16 Nov 2018,1.832464
56.25W,63.75S,0000 16 Nov 2018,2.201235
53.75W,63.75S,0000 16 Nov 2018,2.197874
51.25W,63.75S,0000 16 Nov 2018,0.6831121
48.75W,63.75S,0000 16 Nov 2018,-2.051632
46.25W,63.75S,0000 16 Nov 2018,-5.653961
43.75W,63.75S,0000 16 Nov 2018,-7.869984
41.25W,63.75S,0000 16 Nov 2018,-8.264658
38.75W,63.75S,0000 16 Nov 2018,-5.741508
36.25W,63.75S,0000 16 Nov 2018,-3.320807
33.75W,63.75S,0000 16 Nov 2018,-2.784054
31.25W,63.75S,0000 16 Nov 2018,-2.794497
28.75W,63.75S,0000 16 Nov 2018,-2.71524
26.25W,63.75S,0000 16 Nov 2018,-1.933501
23.75W,63.75S,0000 16 Nov 2018,-1.20085
21.25W,63.75S,0000 16 Nov 2018,-0.4970455
18.75W,63.75S,0000 16 Nov 2018,-1.109262
16.25W,63.75S,0000 16 Nov 2018,-1.831588
13.75W,63.75S,0000 16 Nov 2018,-2.711216
11.25W,63.75S,0000 16 Nov 2018,-5.10056
8.75W,63.75S,0000 16 Nov 2018,-6.410744
6.25W,63.75S,0000 16 Nov 2018,-6.158928
3.75W,63.75S,0000 16 Nov 2018,-5.808066
1.25W,63.75S,0000 16 Nov 2018,-5.923176
1.25E,61.25S,0000 16 Nov 2018,-5.827971
3.75E,61.25S,0000 16 Nov 2018,-6.502494
6.25E,61.25S,0000 16 Nov 2018,-6.989969
8.75E,61.25S,0000 16 Nov 2018,-5.491083
11.25E,61.25S,0000 16 Nov 2018,-3.149425
13.75E,61.25S,0000 16 Nov 2018,-1.341087
16.25E,61.25S,0000 16 Nov 2018,-0.03003359
18.75E,61.25S,0000 16 Nov 2018,0.09238958
21.25E,61.25S,0000 16 Nov 2018,-0.009047985
23.75E,61.25S,0000 16 Nov 2018,0.1785707
26.25E,61.25S,0000 16 Nov 2018,2.276373
28.75E,61.25S,0000 16 Nov 2018,5.729184
31.25E,61.25S,0000 16 Nov 2018,7.153137
33.75E,61.25S,0000 16 Nov 2018,8.331203
36.25E,61.25S,0000 16 Nov 2018,9.702436
38.75E,61.25S,0000 16 Nov 2018,10.20519
41.25E,61.25S,0000 16 Nov 2018,9.498664
43.75E,61.25S,0000 16 Nov 2018,7.90546
46.25E,61.25S,0000 16 Nov 2018,5.685325
48.75E,61.25S,0000 16 Nov 2018,4.748898
51.25E,61.25S,0000 16 Nov 2018,5.178226
53.75E,61.25S,0000 16 Nov 2018,5.642485
56.25E,61.25S,0000 16 Nov 2018,6.304078
58.75E,61.25S,0000 16 Nov 2018,5.667515
61.25E,61.25S,0000 16 Nov 2018,3.749653
63.75E,61.25S,0000 16 Nov 2018,0.9851074
66.25E,61.25S,0000 16 Nov 2018,-0.8558285
68.75E,61.25S,0000 16 Nov 2018,-1.171957
71.25E,61.25S,0000 16 Nov 2018,-1.476957
73.75E,61.25S,0000 16 Nov 2018,-1.12843
76.25E,61.25S,0000 16 Nov 2018,-1.207298
78.75E,61.25S,0000 16 Nov 2018,-1.528988
81.25E,61.25S,0000 16 Nov 2018,-2.037799
83.75E,61.25S,0000 16 Nov 2018,-2.626326
86.25E,61.25S,0000 16 Nov 2018,-3.82728
88.75E,61.25S,0000 16 Nov 2018,-5.496562
91.25E,61.25S,0000 16 Nov 2018,-4.929636
93.75E,61.25S,0000 16 Nov 2018,-2.978053
96.25E,61.25S,0000 16 Nov 2018,-0.07710814
98.75E,61.25S,0000 16 Nov 2018,1.671292
101.25E,61.25S,0000 16 Nov 2018,-0.3417277
103.75E,61.25S,0000 16 Nov 2018,-1.744126
106.25E,61.25S,0000 16 Nov 2018,-0.3741038
108.75E,61.25S,0000 16 Nov 2018,3.116723
111.25E,61.25S,0000 16 Nov 2018,6.420897
113.75E,61.25S,0000 16 Nov 2018,7.518221
116.25E,61.25S,0000 16 Nov 2018,8.083988
118.75E,61.25S,0000 16 Nov 2018,8.254562
121.25E,61.25S,0000 16 Nov 2018,8.20496
123.75E,61.25S,0000 16 Nov 2018,6.806645
126.25E,61.25S,0000 16 Nov 2018,5.046136
128.75E,61.25S,0000 16 Nov 2018,3.607886
131.25E,61.25S,0000 16 Nov 2018,1.464522
133.75E,61.25S,0000 16 Nov 2018,0.3786635
136.25E,61.25S,0000 16 Nov 2018,-0.3232133
138.75E,61.25S,0000 16 Nov 2018,-0.8906758
141.25E,61.25S,0000 16 Nov 2018,0.2239966
143.75E,61.25S,0000 16 Nov 2018,2.050974
146.25E,61.25S,0000 16 Nov 2018,1.873051
148.75E,61.25S,0000 16 Nov 2018,0.2905369
151.25E,61.25S,0000 16 Nov 2018,-1.646504
153.75E,61.25S,0000 16 Nov 2018,-3.283253
156.25E,61.25S,0000 16 Nov 2018,-2.578361
158.75E,61.25S,0000 16 Nov 2018,-1.388512
161.25E,61.25S,0000 16 Nov 2018,-2.800648
163.75E,61.25S,0000 16 Nov 2018,-4.18067
166.25E,61.25S,0000 16 Nov 2018,-4.954147
168.75E,61.25S,0000 16 Nov 2018,-5.120866
171.25E,61.25S,0000 16 Nov 2018,-3.387337
173.75E,61.25S,0000 16 Nov 2018,-2.44925
176.25E,61.25S,0000 16 Nov 2018,-3.785191
178.75E,61.25S,0000 16 Nov 2018,-3.635173
178.75W,61.25S,0000 16 Nov 2018,-1.57352
176.25W,61.25S,0000 16 Nov 2018,-0.4325688
173.75W,61.25S,0000 16 Nov 2018,0.9466588
171.25W,61.25S,0000 16 Nov 2018,2.160362
168.75W,61.25S,0000 16 Nov 2018,1.989334
166.25W,61.25S,0000 16 Nov 2018,0.4895425
163.75W,61.25S,0000 16 Nov 2018,0.8482397
161.25W,61.25S,0000 16 Nov 2018,1.719561
158.75W,61.25S,0000 16 Nov 2018,2.062629
156.25W,61.25S,0000 16 Nov 2018,2.706599
153.75W,61.25S,0000 16 Nov 2018,2.902694
151.25W,61.25S,0000 16 Nov 2018,3.522452
148.75W,61.25S,0000 16 Nov 2018,2.823694
146.25W,61.25S,0000 16 Nov 2018,0.8998454
143.75W,61.25S,0000 16 Nov 2018,0.674125
141.25W,61.25S,0000 16 Nov 2018,-0.2490163
138.75W,61.25S,0000 16 Nov 2018,-1.371059
136.25W,61.25S,0000 16 Nov 2018,-0.3433013
133.75W,61.25S,0000 16 Nov 2018,0.7569909
131.25W,61.25S,0000 16 Nov 2018,0.1366889
128.75W,61.25S,0000 16 Nov 2018,0.8873355
126.25W,61.25S,0000 16 Nov 2018,1.685994
123.75W,61.25S,0000 16 Nov 2018,1.617182
121.25W,61.25S,0000 16 Nov 2018,1.965823
118.75W,61.25S,0000 16 Nov 2018,4.808271
116.25W,61.25S,0000 16 Nov 2018,8.994813
113.75W,61.25S,0000 16 Nov 2018,8.767683
111.25W,61.25S,0000 16 Nov 2018,6.039333
108.75W,61.25S,0000 16 Nov 2018,3.742182
106.25W,61.25S,0000 16 Nov 2018,3.30519
103.75W,61.25S,0000 16 Nov 2018,2.883983
101.25W,61.25S,0000 16 Nov 2018,2.92109
98.75W,61.25S,0000 16 Nov 2018,3.857102
96.25W,61.25S,0000 16 Nov 2018,3.693649
93.75W,61.25S,0000 16 Nov 2018,1.766117
91.25W,61.25S,0000 16 Nov 2018,0.6738961
88.75W,61.25S,0000 16 Nov 2018,1.893196
86.25W,61.25S,0000 16 Nov 2018,2.865329
83.75W,61.25S,0000 16 Nov 2018,3.09901
81.25W,61.25S,0000 16 Nov 2018,4.040301
78.75W,61.25S,0000 16 Nov 2018,4.653511
76.25W,61.25S,0000 16 Nov 2018,4.505378
73.75W,61.25S,0000 16 Nov 2018,4.437586
71.25W,61.25S,0000 16 Nov 2018,4.658743
68.75W,61.25S,0000 16 Nov 2018,6.02418
66.25W,61.25S,0000 16 Nov 2018,7.968771
63.75W,61.25S,0000 16 Nov 2018,5.961757
61.25W,61.25S,0000 16 Nov 2018,1.564196
58.75W,61.25S,0000 16 Nov 2018,-0.379318
56.25W,61.25S,0000 16 Nov 2018,-0.6764495
53.75W,61.25S,0000 16 Nov 2018,-1.759229
51.25W,61.25S,0000 16 Nov 2018,-3.598824
48.75W,61.25S,0000 16 Nov 2018,-5.198246
46.25W,61.25S,0000 16 Nov 2018,-8.105432
43.75W,61.25S,0000 16 Nov 2018,-9.920862
41.25W,61.25S,0000 16 Nov 2018,-10.34354
38.75W,61.25S,0000 16 Nov 2018,-8.612648
36.25W,61.25S,0000 16 Nov 2018,-4.570212
33.75W,61.25S,0000 16 Nov 2018,-3.678428
31.25W,61.25S,0000 16 Nov 2018,-4.747786
28.75W,61.25S,0000 16 Nov 2018,-3.99887
26.25W,61.25S,0000 16 Nov 2018,-3.307554
23.75W,61.25S,0000 16 Nov 2018,-3.904395
21.25W,61.25S,0000 16 Nov 2018,-3.777895
18.75W,61.25S,0000 16 Nov 2018,-3.442068
16.25W,61.25S,0000 16 Nov 2018,-3.342458
13.75W,61.25S,0000 16 Nov 2018,-3.473496
11.25W,61.25S,0000 16 Nov 2018,-3.300494
8.75W,61.25S,0000 16 Nov 2018,-3.24038
6.25W,61.25S,0000 16 Nov 2018,-3.869998
3.75W,61.25S,0000 16 Nov 2018,-4.165285
1.25W,61.25S,0000 16 Nov 2018,-4.857964
1.25E,58.75S,0000 16 Nov 2018,-1.789048
3.75E,58.75S,0000 16 Nov 2018,-4.246509
6.25E,58.75S,0000 16 Nov 2018,-7.925305
8.75E,58.75S,0000 16 Nov 2018,-7.788556
11.25E,58.75S,0000 16 Nov 2018,-4.028893
13.75E,58.75S,0000 16 Nov 2018,-1.410524
16.25E,58.75S,0000 16 Nov 2018,-0.7720649
18.75E,58.75S,0000 16 Nov 2018,-0.4572487
21.25E,58.75S,0000 16 Nov 2018,0.134511
23.75E,58.75S,0000 16 Nov 2018,0.717845
26.25E,58.75S,0000 16 Nov 2018,1.055431
28.75E,58.75S,0000 16 Nov 2018,1.920608
31.25E,58.75S,0000 16 Nov 2018,3.091257
33.75E,58.75S,0000 16 Nov 2018,4.148126
36.25E,58.75S,0000 16 Nov 2018,5.493132
38.75E,58.75S,0000 16 Nov 2018,5.993528
41.25E,58.75S,0000 16 Nov 2018,5.420823
43.75E,58.75S,0000 16 Nov 2018,5.12632
46.25E,58.75S,0000 16 Nov 2018,2.228851
48.75E,58.75S,0000 16 Nov 2018,-1.058922
51.25E,58.75S,0000 16 Nov 2018,-1.208013
53.75E,58.75S,0000 16 Nov 2018,-0.4555821
56.25E,58.75S,0000 16 Nov 2018,0.2014947
58.75E,58.75S,0000 16 Nov 2018,0.6964195
61.25E,58.75S,0000 16 Nov 2018,1.451089
63.75E,58.75S,0000 16 Nov 2018,1.302849
66.25E,58.75S,0000 16 Nov 2018,0.2997565
68.75E,58.75S,0000 16 Nov 2018,0.32341
71.25E,58.75S,0000 16 Nov 2018,1.733848
73.75E,58.75S,0000 16 Nov 2018,2.773758
76.25E,58.75S,0000 16 Nov 2018,2.698445
78.75E,58.75S,0000 16 Nov 2018,2.239727
81.25E,58.75S,0000 16 Nov 2018,3.037534
83.75E,58.75S,0000 16 Nov 2018,4.54025
86.25E,58.75S,0000 16 Nov 2018,3.993323
88.75E,58.75S,0000 16 Nov 2018,2.024846
91.25E,58.75S,0000 16 Nov 2018,0.4802048
93.75E,58.75S,0000 16 Nov 2018,0.5187857
96.25E,58.75S,0000 16 Nov 2018,2.159772
98.75E,58.75S,0000 16 Nov 2018,2.575414
101.25E,58.75S,0000 16 Nov 2018,1.691533
103.75E,58.75S,0000 16 Nov 2018,1.206125
106.25E,58.75S,0000 16 Nov 2018,1.900989
108.75E,58.75S,0000 16 Nov 2018,3.8421
111.25E,58.75S,0000 16 Nov 2018,5.668645
113.75E,58.75S,0000 16 Nov 2018,5.936333
116.25E,58.75S,0000 16 Nov 2018,6.914964
118.75E,58.75S,0000 16 Nov 2018,6.267167
121.25E,58.75S,0000 16 Nov 2018,6.466892
123.75E,58.75S,0000 16 Nov 2018,5.618795
126.25E,58.75S,0000 16 Nov 2018,4.388866
128.75E,58.75S,0000 16 Nov 2018,1.48598
131.25E,58.75S,0000 16 Nov 2018,-1.100796
133.75E,58.75S,0000 16 Nov 2018,-1.138752
136.25E,58.75S,0000 16 Nov 2018,-1.259952
138.75E,58.75S,0000 16 Nov 2018,-1.687639
141.25E,58.75S,0000 16 Nov 2018,-0.4213929
143.75E,58.75S,0000 16 Nov 2018,0.8834946
146.25E,58.75S,0000 16 Nov 2018,0.8484972
148.75E,58.75S,0000 16 Nov 2018,-0.4629779
151.25E,58.75S,0000 16 Nov 2018,-1.340536
153.75E,58.75S,0000 16 Nov 2018,-1.096644
156.25E,58.75S,0000 16 Nov 2018,-0.1928866
158.75E,58.75S,0000 16 Nov 2018,-1.227171
161.25E,58.75S,0000 16 Nov 2018,-5.660906
163.75E,58.75S,0000 16 Nov 2018,-9.533962
166.25E,58.75S,0000 16 Nov 2018,-11.36889
168.75E,58.75S,0000 16 Nov 2018,-12.12918
171.25E,58.75S,0000 16 Nov 2018,-10.01467
173.75E,58.75S,0000 16 Nov 2018,-8.181202
176.25E,58.75S,0000 16 Nov 2018,-8.057564
178.75E,58.75S,0000 16 Nov 2018,-6.728493
178.75W,58.75S,0000 16 Nov 2018,-3.114095
176.25W,58.75S,0000 16 Nov 2018,-1.841383
173.75W,58.75S,0000 16 Nov 2018,-0.8060896
171.25W,58.75S,0000 16 Nov 2018,0.455035
168.75W,58.75S,0000 16 Nov 2018,0.1101458
166.25W,58.75S,0000 16 Nov 2018,-0.5740392
163.75W,58.75S,0000 16 Nov 2018,0.8717144
161.25W,58.75S,0000 16 Nov 2018,2.253735
158.75W,58.75S,0000 16 Nov 2018,2.168044
156.25W,58.75S,0000 16 Nov 2018,2.874184
153.75W,58.75S,0000 16 Nov 2018,3.479472
151.25W,58.75S,0000 16 Nov 2018,4.241792
148.75W,58.75S,0000 16 Nov 2018,4.073943
146.25W,58.75S,0000 16 Nov 2018,3.277538
143.75W,58.75S,0000 16 Nov 2018,3.355315
141.25W,58.75S,0000 16 Nov 2018,2.40911
138.75W,58.75S,0000 16 Nov 2018,0.5560076
136.25W,58.75S,0000 16 Nov 2018,1.317705
133.75W,58.75S,0000 16 Nov 2018,2.641597
131.25W,58.75S,0000 16 Nov 2018,2.360044
128.75W,58.75S,0000 16 Nov 2018,2.819184
126.25W,58.75S,0000 16 Nov 2018,3.782086
123.75W,58.75S,0000 16 Nov 2018,4.966607
121.25W,58.75S,0000 16 Nov 2018,5.524607
118.75W,58.75S,0000 16 Nov 2018,5.979481
116.25W,58.75S,0000 16 Nov 2018,8.411657
113.75W,58.75S,0000 16 Nov 2018,7.517928
111.25W,58.75S,0000 16 Nov 2018,5.891039
108.75W,58.75S,0000 16 Nov 2018,3.279841
106.25W,58.75S,0000 16 Nov 2018,3.102522
103.75W,58.75S,0000 16 Nov 2018,2.036151
101.25W,58.75S,0000 16 Nov 2018,1.090482
98.75W,58.75S,0000 16 Nov 2018,0.6775761
96.25W,58.75S,0000 16 Nov 2018,-0.5564833
93.75W,58.75S,0000 16 Nov 2018,-1.004602
91.25W,58.75S,0000 16 Nov 2018,0.2216184
88.75W,58.75S,0000 16 Nov 2018,2.890105
86.25W,58.75S,0000 16 Nov 2018,3.083432
83.75W,58.75S,0000 16 Nov 2018,1.637084
81.25W,58.75S,0000 16 Nov 2018,2.59037
78.75W,58.75S,0000 16 Nov 2018,4.828917
76.25W,58.75S,0000 16 Nov 2018,5.698063
73.75W,58.75S,0000 16 Nov 2018,4.620237
71.25W,58.75S,0000 16 Nov 2018,2.092423
68.75W,58.75S,0000 16 Nov 2018,1.407548
66.25W,58.75S,0000 16 Nov 2018,2.953806
63.75W,58.75S,0000 16 Nov 2018,1.798786
61.25W,58.75S,0000 16 Nov 2018,-1.351426
58.75W,58.75S,0000 16 Nov 2018,-2.455695
56.25W,58.75S,0000 16 Nov 2018,-2.963941
53.75W,58.75S,0000 16 Nov 2018,-3.17727
51.25W,58.75S,0000 16 Nov 2018,-4.352327
48.75W,58.75S,0000 16 Nov 2018,-6.302147
46.25W,58.75S,0000 16 Nov 2018,-8.843261
43.75W,58.75S,0000 16 Nov 2018,-8.028967
41.25W,58.75S,0000 16 Nov 2018,-6.90872
38.75W,58.75S,0000 16 Nov 2018,-4.931223
36.25W,58.75S,0000 16 Nov 2018,-0.7913446
33.75W,58.75S,0000 16 Nov 2018,-1.097893
31.25W,58.75S,0000 16 Nov 2018,-3.935112
28.75W,58.75S,0000 16 Nov 2018,-2.839175
26.25W,58.75S,0000 16 Nov 2018,-1.424403
23.75W,58.75S,0000 16 Nov 2018,-1.446648
21.25W,58.75S,0000 16 Nov 2018,-1.590979
18.75W,58.75S,0000 16 Nov 2018,-1.689395
16.25W,58.75S,0000 16 Nov 2018,-1.634628
13.75W,58.75S,0000 16 Nov 2018,-1.614293
11.25W,58.75S,0000 16 Nov 2018,-0.7371211
8.75W,58.75S,0000 16 Nov 2018,0.2119946
6.25W,58.75S,0000 16 Nov 2018,-1.114826
3.75W,58.75S,0000 16 Nov 2018,-1.981963
1.25W,58.75S,0000 16 Nov 2018,-1.536326
1.25E,56.25S,0000 16 Nov 2018,-1.322154
3.75E,56.25S,0000 16 Nov 2018,-4.72425
6.25E,56.25S,0000 16 Nov 2018,-10.21349
8.75E,56.25S,0000 16 Nov 2018,-10.87546
11.25E,56.25S,0000 16 Nov 2018,-5.84468
13.75E,56.25S,0000 16 Nov 2018,-2.553177
16.25E,56.25S,0000 16 Nov 2018,-1.983318
18.75E,56.25S,0000 16 Nov 2018,-0.3863454
21.25E,56.25S,0000 16 Nov 2018,1.801858
23.75E,56.25S,0000 16 Nov 2018,2.529023
26.25E,56.25S,0000 16 Nov 2018,1.10527
28.75E,56.25S,0000 16 Nov 2018,-0.06403685
31.25E,56.25S,0000 16 Nov 2018,0.5926394
33.75E,56.25S,0000 16 Nov 2018,1.949229
36.25E,56.25S,0000 16 Nov 2018,2.755587
38.75E,56.25S,0000 16 Nov 2018,1.803768
41.25E,56.25S,0000 16 Nov 2018,-0.1192117
43.75E,56.25S,0000 16 Nov 2018,-0.391531
46.25E,56.25S,0000 16 Nov 2018,-1.88114
48.75E,56.25S,0000 16 Nov 2018,-4.884692
51.25E,56.25S,0000 16 Nov 2018,-5.741315
53.75E,56.25S,0000 16 Nov 2018,-5.078634
56.25E,56.25S,0000 16 Nov 2018,-3.841453
58.75E,56.25S,0000 16 Nov 2018,-3.987765
61.25E,56.25S,0000 16 Nov 2018,-3.131289
63.75E,56.25S,0000 16 Nov 2018,-0.3245044
66.25E,56.25S,0000 16 Nov 2018,0.4100347
68.75E,56.25S,0000 16 Nov 2018,0.3953505
71.25E,56.25S,0000 16 Nov 2018,3.682991
73.75E,56.25S,0000 16 Nov 2018,6.675492
76.25E,56.25S,0000 16 Nov 2018,6.890802
78.75E,56.25S,0000 16 Nov 2018,5.317225
81.25E,56.25S,0000 16 Nov 2018,5.253435
83.75E,56.25S,0000 16 Nov 2018,6.979816
86.25E,56.25S,0000 16 Nov 2018,7.819201
88.75E,56.25S,0000 16 Nov 2018,6.708451
91.25E,56.25S,0000 16 Nov 2018,6.574749
93.75E,56.25S,0000 16 Nov 2018,6.926508
96.25E,56.25S,0000 16 Nov 2018,6.108445
98.75E,56.25S,0000 16 Nov 2018,5.113259
101.25E,56.25S,0000 16 Nov 2018,5.79541
103.75E,56.25S,0000 16 Nov 2018,6.719781
106.25E,56.25S,0000 16 Nov 2018,6.222986
108.75E,56.25S,0000 16 Nov 2018,5.392546
111.25E,56.25S,0000 16 Nov 2018,5.052545
113.75E,56.25S,0000 16 Nov 2018,5.303646
116.25E,56.25S,0000 16 Nov 2018,4.620724
118.75E,56.25S,0000 16 Nov 2018,4.56723
121.25E,56.25S,0000 16 Nov 2018,4.172405
123.75E,56.25S,0000 16 Nov 2018,4.287075
126.25E,56.25S,0000 16 Nov 2018,6.23502
128.75E,56.25S,0000 16 Nov 2018,5.071167
131.25E,56.25S,0000 16 Nov 2018,1.033459
133.75E,56.25S,0000 16 Nov 2018,-0.6490982
136.25E,56.25S,0000 16 Nov 2018,-1.065817
138.75E,56.25S,0000 16 Nov 2018,-2.395191
141.25E,56.25S,0000 16 Nov 2018,-3.511598
143.75E,56.25S,0000 16 Nov 2018,-5.214869
146.25E,56.25S,0000 16 Nov 2018,-5.301125
148.75E,56.25S,0000 16 Nov 2018,-4.278255
151.25E,56.25S,0000 16 Nov 2018,-3.786657
153.75E,56.25S,0000 16 Nov 2018,-5.178004
156.25E,56.25S,0000 16 Nov 2018,-7.425617
158.75E,56.25S,0000 16 Nov 2018,-9.320776
